J,KIVC,M,U1,U2,VP,c2ybreakingmass,n,nf,nmax,pointsk,sigmaz,sigmazlayerz,twovalleys,twovalleystwospins,v,vafek,vp,γ,θ,λ,μ,ν
1.0,false,5.0,5.0,0.0,true,0.0,0.0,1.0,1,30,2.5,0.0,false,true,-7000.0,0.0,2000.0,-30.0,1.05,140.0,0.0,1
